id,create_date,state,sentiment,text
2c793695-29c6-49b7-b530-3771fc00e4b8,2020-12-05 00:27:59,texas,UNKNOWN,RT @DrEricDing: @AnthonySabatini Pardon my interruption. But 3/4 #COVID19 positives among elected officials are Republicans. https://t.co/T…
1fd16cdd-988e-48ac-bb29-9af230080194,2020-12-05 00:27:58,texas,UNKNOWN,RT @DrEricDing: 📍WALL STREET BANKERS ARE NOT MORE “ESSENTIAL” THAN TEACHERS &amp; 1ST RESPONDERS—American Bankers Association is petitioning to…
73753042-3303-432b-a938-4b4080314a74,2020-12-05 00:27:58,texas,UNKNOWN,RT @SCCgov: Lack of capacity means you may not receive the needed care if you fall seriously ill. It is critical that everyone stay home an…
4927f8f5-0a2d-474a-824c-85fef42c05f6,2020-12-05 00:27:56,texas,UNKNOWN,RT @SenSanders: Given the enormous economic desperation facing working families in this country today I will not be able to support the re…
dc0de480-2efe-4043-8412-eb99a3c57be4,2020-12-05 00:27:56,texas,UNKNOWN,RT @mbs_ctt: Here's what's happening: Someone takes a covid test. The high false positive rate gives them a high likelihood of testing pos…
1ca334b2-5d4d-4cbb-b53e-826433e214b9,2020-12-05 00:27:56,texas,UNKNOWN,Pl see my latest interview on COVID19 vaccination start date aired on news 24 . https://t.co/1gAg0xtZ23
639db863-1bf2-4a50-a3f2-c37a04fad59f,2020-12-05 00:27:54,texas,UNKNOWN,RT @DrNancyM_CDC: .@CDCgov’s advisory committee met to recommend who should be offered #COVID19 vaccine while supplies are limited. Healthc…
06dd1b92-2780-4655-86e4-a3de1e051bd4,2020-12-05 00:27:54,texas,UNKNOWN,RT @missbayz: Please repost &amp; share trying to get this male Karen to go viral just because I asked him where his mask was. :) I want to s…
e240ec5a-b309-492a-a5b7-83ae97c632ee,2020-12-05 00:27:54,texas,UNKNOWN,RT @LordProvostEdin: Due to the COVID19 pandemic it is difficult to plan my usual fundraising Burns Supper in aid of @OneCitytrust. Would…
63d171a3-34c0-4949-aa14-25469177d26d,2020-12-05 00:27:53,texas,UNKNOWN,RT @DrEricDing: 📍WALL STREET BANKERS ARE NOT MORE “ESSENTIAL” THAN TEACHERS &amp; 1ST RESPONDERS—American Bankers Association is petitioning to…
